gene	cluster	avg.exp	pct.exp
Cers1	C66-1: GLU-1	0.0834804574421946	3.29512893982808
Cers2	C66-1: GLU-1	0.343544425797658	13.8968481375358
Cers3	C66-1: GLU-1	0.00265250416335234	0.143266475644699
Cers4	C66-1: GLU-1	2.27955349760235	58.0945558739255
Cers5	C66-1: GLU-1	0.525453175257456	20.2005730659026
Cers6	C66-1: GLU-1	0.481924632441405	18.9111747851003
Cers1	C66-28: Mixed.GABA-2	0.0434867463261033	2.06404320987654
Cers2	C66-28: Mixed.GABA-2	0.323956493850465	12.7764917695473
Cers3	C66-28: Mixed.GABA-2	0.00301148816003323	0.122170781893004
Cers4	C66-28: Mixed.GABA-2	2.03498419707747	50.5079732510288
Cers5	C66-28: Mixed.GABA-2	0.456968376665593	18.3899176954733
Cers6	C66-28: Mixed.GABA-2	0.407901460657992	15.4963991769547
Cers1	C66-2: Irx5.GLU-2	0.0977475830457871	6.74006444683137
Cers2	C66-2: Irx5.GLU-2	0.277659781390946	17.6423200859291
Cers3	C66-2: Irx5.GLU-2	0.00358055511684236	0.268528464017186
Cers4	C66-2: Irx5.GLU-2	2.0190154491974	66.1654135338346
Cers5	C66-2: Irx5.GLU-2	0.64559894725006	37.2448979591837
Cers6	C66-2: Irx5.GLU-2	0.555012509782207	31.2567132116004
Cers1	C66-34: Il1rapl2.GABA-1	0.0968865449238393	5.18338890572901
Cers2	C66-34: Il1rapl2.GABA-1	0.344237823906755	16.2170354652925
Cers3	C66-34: Il1rapl2.GABA-1	0.00411922758395958	0.227341618672325
Cers4	C66-34: Il1rapl2.GABA-1	1.75241227412977	54.1679296756593
Cers5	C66-34: Il1rapl2.GABA-1	0.516472420949376	23.5980600181873
Cers6	C66-34: Il1rapl2.GABA-1	0.369584335446731	17.7023340406184
Cers1	C66-3: Nxph4.GLU-2	0.0869705070971321	4.18502202643172
Cers2	C66-3: Nxph4.GLU-2	0.32137053469357	14.625550660793
Cers3	C66-3: Nxph4.GLU-2	0.00155229808446088	0.110132158590308
Cers4	C66-3: Nxph4.GLU-2	2.49619044522182	63.3480176211454
Cers5	C66-3: Nxph4.GLU-2	0.592802529881584	25.9471365638767
Cers6	C66-3: Nxph4.GLU-2	0.339387909542591	16.2995594713656
Cers1	C66-10: Fezf1.GLU-3	0.0788505006393512	4.69581550662632
Cers2	C66-10: Fezf1.GLU-3	0.380810887129361	19.7119899822603
Cers3	C66-10: Fezf1.GLU-3	0.00562681238528336	0.323489512678702
Cers4	C66-10: Fezf1.GLU-3	1.85529941773473	60.7534175101743
Cers5	C66-10: Fezf1.GLU-3	0.54781358635915	27.9035792549306
Cers6	C66-10: Fezf1.GLU-3	0.403311155570591	19.2111029948868
Cers1	C66-11: Cd40.GLU-3	0.0880422612720392	5.94448538442643
Cers2	C66-11: Cd40.GLU-3	0.350547547334093	22.5743060673053
Cers3	C66-11: Cd40.GLU-3	0.0042065761184394	0.331613854089904
Cers4	C66-11: Cd40.GLU-3	1.6526513827068	62.3802505526898
Cers5	C66-11: Cd40.GLU-3	0.461914746455037	28.2977155490052
Cers6	C66-11: Cd40.GLU-3	0.426892130498829	24.2692213215426
